Monat,Name,Partei,Geschlecht,Funktion,Saldo,Veränderung,Parlaments_ID,Anmerkung
2023-09-01,Susanne Kraus-Winkler,ÖVP,Frau,Staatssekretärin im Bundesministerium für Arbeit und Wirtschaft,-10,-2,PAD_21406,
2023-09-01,Susanne Raab ,ÖVP,Frau,"Bundesministerin für Frauen, Familie, Integration und Medien im Bundeskanzleramt",-25,3,PAD_06486,
2023-09-01,Werner Kogler,Grüne,Mann,Vizekanzler,-18,0,PAD_08242,
2023-09-01,Wolfgang Sobotka,ÖVP,Mann,Nationalratspräsident,-53,-2,PAD_88386,
2023-06-01,Alexander Schallenberg,ÖVP,Mann,Bundesminister für europäische und internationale Angelegenheiten,-16,1,PAD_05430,
2023-06-01,Alexander Van der Bellen,parteilos,Mann,Bundespräsident,22,1,PAD_02856,
2023-06-01,Alma Zadić ,Grüne,Frau,Bundesministerin für Justiz,7,3,PAD_02345,
2023-06-01,Andrea Mayer ,Grüne,Frau,"Staatssekretärin im Bundesministerium für Kunst, Kultur, öffentlichen Dienst und Sport",-1,-1,PAD_07267,
2023-06-01,Andreas Babler,SPÖ,Mann,Bundesparteivorsitzender,-14,*,PAD_23963,
2023-06-01,August Wöginger,ÖVP,Mann,Klubobmann,-29,4,PAD_14795,
2023-06-01,Beate Meinl-Reisinger,NEOS,Frau,Klubobfrau,-3,6,PAD_83122,
2023-06-01,Claudia Bauer (vormals Plakolm),ÖVP,Frau,Staatssekretärin im Bundeskanzleramt,-26,1,PAD_02295,
2023-06-01,Doris Bures,SPÖ,Frau,2. Nationalratspräsidentin ,4,-1,PAD_00145,
2023-06-01,Eva-Maria Holzleitner,SPÖ,Frau,Abgeordnete zum Nationalrat,5,*,PAD_02309,
2023-06-01,Florian Tursky,ÖVP,Mann,Staatssekretär im Bundesministerium für Finanzen,-7,3,PAD_21407,
2023-06-01,Gerhard Karner,ÖVP,Mann,Bundesminister für Inneres,-27,3,PAD_20445,
2023-06-01,Herbert Kickl,FPÖ,Mann,Klubobmann,-43,3,PAD_35520,
2023-06-01,Johannes Rauch,Grüne,Mann,"Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz",-4,3,PAD_21029,
2023-06-01,Julia Herr,SPÖ,Frau,Abgeordnete zum Nationalrat,-9,*,PAD_05639,
2023-06-01,Karl Nehammer ,ÖVP,Mann,Bundeskanzler,-22,3,PAD_02136,
2023-06-01,Karoline Edtstadler ,ÖVP,Frau,Bundesministerin für EU und Verfassung im Bundeskanzleramt,-23,4,PAD_02979,
2023-06-01,Klaudia Tanner ,ÖVP,Frau,Bundesministerin für Landesverteidigung,-32,1,PAD_06485,
2023-06-01,Leonore Gewessler ,Grüne,Frau,"Bundesministerin für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie",-24,3,PAD_05653,
2023-06-01,Magnus Brunner ,ÖVP,Mann,Bundesminister für Finanzen,-7,-2,PAD_55727,
2023-06-01,Martin Kocher ,ÖVP,Mann,Bundesminister für Wirtschaft und Arbeit,-3,-5,PAD_18140,
2023-06-01,Martin Polaschek,ÖVP,Mann,"Bundesminister für Bildung, Wissenschaft und Forschung",-23,5,PAD_20449,
2023-06-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-17,-4,PAD_35521,
2023-06-01,Norbert Totschnig,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Regionen und Wasserwirtschaft",-10,0,PAD_10778,
2023-06-01,Sigrid Maurer ,Grüne,Frau,Klubobfrau,-26,5,PAD_83101,
2023-06-01,Susanne Kraus-Winkler,ÖVP,Frau,Staatssekretärin im Bundesministerium für Arbeit und Wirtschaft,-8,4,PAD_21406,
2023-06-01,Susanne Raab ,ÖVP,Frau,"Bundesministerin für Frauen, Familie, Integration und Medien im Bundeskanzleramt",-28,-5,PAD_06486,
2023-06-01,Werner Kogler,Grüne,Mann,Vizekanzler,-18,1,PAD_08242,
2023-06-01,Wolfgang Sobotka,ÖVP,Mann,Nationalratspräsident,-51,4,PAD_88386,
2023-04-01,Alexander Schallenberg,ÖVP,Mann,Bundesminister für europäische und internationale Angelegenheiten,-17,,PAD_05430,
2023-04-01,Alexander Van der Bellen,parteilos,Mann,Bundespräsident,21,,PAD_02856,
2023-04-01,Alma Zadić ,Grüne,Frau,Bundesministerin für Justiz,4,,PAD_02345,
2023-04-01,Andrea Mayer ,Grüne,Frau,"Staatssekretärin im Bundesministerium für Kunst, Kultur, öffentlichen Dienst und Sport",0,,PAD_07267,
2023-04-01,August Wöginger,ÖVP,Mann,Klubobmann,-33,,PAD_14795,
2023-04-01,Beate Meinl-Reisinger,NEOS,Frau,Klubobfrau,-9,,PAD_83122,
2023-04-01,Claudia Bauer (vormals Plakolm),ÖVP,Frau,Staatssekretärin im Bundeskanzleramt,-27,,PAD_02295,
2023-04-01,Doris Bures,SPÖ,Frau,2. Nationalratspräsidentin ,5,,PAD_00145,
2023-04-01,Florian Tursky,ÖVP,Mann,Staatssekretär im Bundesministerium für Finanzen,-10,,PAD_21407,
2023-04-01,Gerhard Karner,ÖVP,Mann,Bundesminister für Inneres,-30,,PAD_20445,
2023-04-01,Herbert Kickl,FPÖ,Mann,Klubobmann,-46,,PAD_35520,
2023-04-01,Johannes Rauch,Grüne,Mann,"Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz",-7,,PAD_21029,
2023-04-01,Karl Nehammer ,ÖVP,Mann,Bundeskanzler,-25,,PAD_02136,
2023-04-01,Karoline Edtstadler ,ÖVP,Frau,Bundesministerin für EU und Verfassung im Bundeskanzleramt,-27,,PAD_02979,
2023-04-01,Klaudia Tanner ,ÖVP,Frau,Bundesministerin für Landesverteidigung,-33,,PAD_06485,
2023-04-01,Leonore Gewessler ,Grüne,Frau,"Bundesministerin für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie",-27,,PAD_05653,
2023-04-01,Magnus Brunner ,ÖVP,Mann,Bundesminister für Finanzen,-5,,PAD_55727,
2023-04-01,Martin Kocher ,ÖVP,Mann,Bundesminister für Wirtschaft und Arbeit,2,,PAD_18140,
2023-04-01,Martin Polaschek,ÖVP,Mann,"Bundesminister für Bildung, Wissenschaft und Forschung",-28,,PAD_20449,
2023-04-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-13,,PAD_35521,
2023-04-01,Norbert Totschnig,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Regionen und Wasserwirtschaft",-10,,PAD_10778,
2023-04-01,Pamela Rendi-Wagner,SPÖ,Frau,Klubobfrau,-18,,PAD_91034,
2023-04-01,Sigrid Maurer ,Grüne,Frau,Klubobfrau,-31,,PAD_83101,
2023-04-01,Susanne Kraus-Winkler,ÖVP,Frau,Staatssekretärin im Bundesministerium für Arbeit und Wirtschaft,-12,,PAD_21406,
2023-04-01,Susanne Raab ,ÖVP,Frau,"Bundesministerin für Frauen, Familie, Integration und Medien im Bundeskanzleramt",-23,,PAD_06486,
2023-04-01,Werner Kogler,Grüne,Mann,Vizekanzler,-19,,PAD_08242,
2023-04-01,Wolfgang Sobotka,ÖVP,Mann,Nationalratspräsident,-55,,PAD_88386,
2023-02-01,Alexander Schallenberg,ÖVP,Mann,Bundesminister für europäische und internationale Angelegenheiten,-21,,PAD_05430,
2023-02-01,Alexander Van der Bellen,parteilos,Mann,Bundespräsident,22,,PAD_02856,
2023-02-01,Alma Zadić ,Grüne,Frau,Bundesministerin für Justiz,13,,PAD_02345,
2023-02-01,Andrea Mayer ,Grüne,Frau,"Staatssekretärin im Bundesministerium für Kunst, Kultur, öffentlichen Dienst und Sport",1,,PAD_07267,
2023-02-01,August Wöginger,ÖVP,Mann,Klubobmann,-37,,PAD_14795,
2023-02-01,Beate Meinl-Reisinger,NEOS,Frau,Klubobfrau,-3,,PAD_83122,
2023-02-01,Claudia Bauer (vormals Plakolm),ÖVP,Frau,Staatssekretärin im Bundeskanzleramt,-26,,PAD_02295,
2023-02-01,Doris Bures,SPÖ,Frau,2. Nationalratspräsidentin ,7,,PAD_00145,
2023-02-01,Florian Tursky,ÖVP,Mann,Staatssekretär im Bundesministerium für Finanzen,-10,,PAD_21407,
2023-02-01,Gerhard Karner,ÖVP,Mann,Bundesminister für Inneres,-36,,PAD_20445,
2023-02-01,Herbert Kickl,FPÖ,Mann,Klubobmann,-48,,PAD_35520,
2023-02-01,Johannes Rauch,Grüne,Mann,"Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz",3,,PAD_21029,
2023-02-01,Karl Nehammer ,ÖVP,Mann,Bundeskanzler,-17,,PAD_02136,
2023-02-01,Karoline Edtstadler ,ÖVP,Frau,Bundesministerin für EU und Verfassung im Bundeskanzleramt,-28,,PAD_02979,
2023-02-01,Klaudia Tanner ,ÖVP,Frau,Bundesministerin für Landesverteidigung,-35,,PAD_06485,
2023-02-01,Leonore Gewessler ,Grüne,Frau,"Bundesministerin für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie",-29,,PAD_05653,
2023-02-01,Magnus Brunner ,ÖVP,Mann,Bundesminister für Finanzen,-1,,PAD_55727,
2023-02-01,Martin Kocher ,ÖVP,Mann,Bundesminister für Wirtschaft und Arbeit,10,,PAD_18140,
2023-02-01,Martin Polaschek,ÖVP,Mann,"Bundesminister für Bildung, Wissenschaft und Forschung",-36,,PAD_20449,
2023-02-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-12,,PAD_35521,
2023-02-01,Norbert Totschnig,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Regionen und Wasserwirtschaft",-9,,PAD_10778,
2023-02-01,Pamela Rendi-Wagner,SPÖ,Frau,Klubobfrau,-21,,PAD_91034,
2023-02-01,Sigrid Maurer ,Grüne,Frau,Klubobfrau,-32,,PAD_83101,
2023-02-01,Susanne Kraus-Winkler,ÖVP,Frau,Staatssekretärin im Bundesministerium für Arbeit und Wirtschaft,-8,,PAD_21406,
2023-02-01,Susanne Raab ,ÖVP,Frau,"Bundesministerin für Frauen, Familie, Integration und Medien im Bundeskanzleramt",-26,,PAD_06486,
2023-02-01,Werner Kogler,Grüne,Mann,Vizekanzler,-15,,PAD_08242,
2023-02-01,Wolfgang Sobotka,ÖVP,Mann,Nationalratspräsident,-61,,PAD_88386,
2022-11-01,Alexander Schallenberg,ÖVP,Mann,Bundesminister für europäische und internationale Angelegenheiten,-16,,PAD_05430,
2022-11-01,Alexander Van der Bellen,parteilos,Mann,Bundespräsident,27,,PAD_02856,
2022-11-01,Alma Zadić ,Grüne,Frau,Bundesministerin für Justiz,11,,PAD_02345,
2022-11-01,Andrea Mayer ,Grüne,Frau,"Staatssekretärin im Bundesministerium für Kunst, Kultur, öffentlichen Dienst und Sport",-1,,PAD_07267,
2022-11-01,August Wöginger,ÖVP,Mann,Klubobmann,-34,,PAD_14795,
2022-11-01,Beate Meinl-Reisinger,NEOS,Frau,Klubobfrau,-8,,PAD_83122,
2022-11-01,Claudia Bauer (vormals Plakolm),ÖVP,Frau,Staatssekretärin im Bundeskanzleramt,-18,,PAD_02295,
2022-11-01,Doris Bures,SPÖ,Frau,2. Nationalratspräsidentin ,7,,PAD_00145,
2022-11-01,Florian Tursky,ÖVP,Mann,Staatssekretär im Bundesministerium für Finanzen,-7,,PAD_21407,
2022-11-01,Gerhard Karner,ÖVP,Mann,Bundesminister für Inneres,-27,,PAD_20445,
2022-11-01,Herbert Kickl,FPÖ,Mann,Klubobmann,-53,,PAD_35520,
2022-11-01,Johannes Rauch,Grüne,Mann,"Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz",-11,,PAD_21029,
2022-11-01,Karl Nehammer ,ÖVP,Mann,Bundeskanzler,-11,,PAD_02136,
2022-11-01,Karoline Edtstadler ,ÖVP,Frau,Bundesministerin für EU und Verfassung im Bundeskanzleramt,-23,,PAD_02979,
2022-11-01,Klaudia Tanner ,ÖVP,Frau,Bundesministerin für Landesverteidigung,-29,,PAD_06485,
2022-11-01,Leonore Gewessler ,Grüne,Frau,"Bundesministerin für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie",-30,,PAD_05653,
2022-11-01,Magnus Brunner ,ÖVP,Mann,Bundesminister für Finanzen,-4,,PAD_55727,
2022-11-01,Martin Kocher ,ÖVP,Mann,Bundesminister für Wirtschaft und Arbeit,9,,PAD_18140,
2022-11-01,Martin Polaschek,ÖVP,Mann,"Bundesminister für Bildung, Wissenschaft und Forschung",-30,,PAD_20449,
2022-11-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-14,,PAD_35521,
2022-11-01,Norbert Totschnig,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Regionen und Wasserwirtschaft",-9,,PAD_10778,
2022-11-01,Pamela Rendi-Wagner,SPÖ,Frau,Klubobfrau,-13,,PAD_91034,
2022-11-01,Sigrid Maurer ,Grüne,Frau,Klubobfrau,-31,,PAD_83101,
2022-11-01,Susanne Kraus-Winkler,ÖVP,Frau,Staatssekretärin im Bundesministerium für Arbeit und Wirtschaft,-9,,PAD_21406,
2022-11-01,Susanne Raab ,ÖVP,Frau,"Bundesministerin für Frauen, Familie, Integration und Medien im Bundeskanzleramt",-22,,PAD_06486,
2022-11-01,Werner Kogler,Grüne,Mann,Vizekanzler,-16,,PAD_08242,
2022-11-01,Wolfgang Sobotka,ÖVP,Mann,Nationalratspräsident,-59,,PAD_88386,
2022-07-01,Alexander Schallenberg,ÖVP,Mann,Bundesminister für europäische und internationale Angelegenheiten,-19,,PAD_05430,
2022-07-01,Alexander Van der Bellen,parteilos,Mann,Bundespräsident,32,,PAD_02856,
2022-07-01,Alma Zadić ,Grüne,Frau,Bundesministerin für Justiz,7,,PAD_02345,
2022-07-01,Andrea Mayer ,Grüne,Frau,"Staatssekretärin im Bundesministerium für Kunst, Kultur, öffentlichen Dienst und Sport",2,,PAD_07267,
2022-07-01,August Wöginger,ÖVP,Mann,Klubobmann,-35,,PAD_14795,
2022-07-01,Beate Meinl-Reisinger,NEOS,Frau,Klubobfrau,-10,,PAD_83122,
2022-07-01,Claudia Bauer (vormals Plakolm),ÖVP,Frau,Staatssekretärin im Bundeskanzleramt,-12,,PAD_02295,
2022-07-01,Doris Bures,SPÖ,Frau,2. Nationalratspräsidentin ,12,,PAD_00145,
2022-07-01,Florian Tursky,ÖVP,Mann,Staatssekretär im Bundesministerium für Finanzen,-5,,PAD_21407,
2022-07-01,Gerhard Karner,ÖVP,Mann,Bundesminister für Inneres,-22,,PAD_20445,
2022-07-01,Herbert Kickl,FPÖ,Mann,Klubobmann,-60,,PAD_35520,
2022-07-01,Johannes Rauch,Grüne,Mann,"Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz",-8,,PAD_21029,
2022-07-01,Karl Nehammer ,ÖVP,Mann,Bundeskanzler,-9,,PAD_02136,
2022-07-01,Karoline Edtstadler ,ÖVP,Frau,Bundesministerin für EU und Verfassung im Bundeskanzleramt,-22,,PAD_02979,
2022-07-01,Klaudia Tanner ,ÖVP,Frau,Bundesministerin für Landesverteidigung,-23,,PAD_06485,
2022-07-01,Leonore Gewessler ,Grüne,Frau,"Bundesministerin für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie",-25,,PAD_05653,
2022-07-01,Magnus Brunner ,ÖVP,Mann,Bundesminister für Finanzen,-7,,PAD_55727,
2022-07-01,Martin Kocher ,ÖVP,Mann,Bundesminister für Wirtschaft und Arbeit,13,,PAD_18140,
2022-07-01,Martin Polaschek,ÖVP,Mann,"Bundesminister für Bildung, Wissenschaft und Forschung",-20,,PAD_20449,
2022-07-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-20,,PAD_35521,
2022-07-01,Norbert Totschnig,ÖVP,Mann,"Bundesminister für Land- und Forstwirtschaft, Regionen und Wasserwirtschaft",-6,,PAD_10778,
2022-07-01,Pamela Rendi-Wagner,SPÖ,Frau,Klubobfrau,-11,,PAD_91034,
2022-07-01,Sigrid Maurer ,Grüne,Frau,Klubobfrau,-26,,PAD_83101,
2022-07-01,Susanne Kraus-Winkler,ÖVP,Frau,Staatssekretärin im Bundesministerium für Arbeit und Wirtschaft,-5,,PAD_21406,
2022-07-01,Susanne Raab ,ÖVP,Frau,"Bundesministerin für Frauen, Familie, Integration und Medien im Bundeskanzleramt",-18,,PAD_06486,
2022-07-01,Werner Kogler,Grüne,Mann,Vizekanzler,-13,,PAD_08242,
2022-07-01,Wolfgang Sobotka,ÖVP,Mann,Nationalratspräsident,-55,,PAD_88386,
2022-03-01,Alexander Schallenberg,ÖVP,Mann,Bundesminister für europäische und internationale Angelegenheiten,-23,,,
2022-03-01,Alexander Van der Bellen,parteilos,Mann,Bundespräsident,42,,,
2022-03-01,Alma Zadić ,Grüne,Frau,Bundesministerin für Justiz,16,,,
2022-03-01,Andrea Mayer ,Grüne,Frau,"Staatssekretärin im Bundesministerium für Kunst, Kultur, öffentlichen Dienst und Sport",4,,,
2022-03-01,August Wöginger,ÖVP,Mann,Klubobmann,-28,,,
2022-03-01,Beate Meinl-Reisinger,NEOS,Frau,Klubobfrau,-4,,,
2022-03-01,Claudia Bauer (vormals Plakolm),ÖVP,Frau,Staatssekretärin im Bundeskanzleramt,-7,,,
2022-03-01,Doris Bures,SPÖ,Frau,2. Nationalratspräsidentin ,15,,,
2022-03-01,Elisabeth Köstinger ,ÖVP,Frau,"Bundesministerin für Landwirtschaft, Regionen und Tourismus",-37,,,
2022-03-01,Gerhard Karner,ÖVP,Mann,Bundesminister für Inneres,-23,,,
2022-03-01,Herbert Kickl,FPÖ,Mann,Klubobmann,-67,,,
2022-03-01,Johannes Rauch,Grüne,Mann,"Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz",-18,,,
2022-03-01,Karl Nehammer ,ÖVP,Mann,Bundeskanzler,4,,,
2022-03-01,Karoline Edtstadler ,ÖVP,Frau,Bundesministerin für EU und Verfassung,-20,,,
2022-03-01,Klaudia Tanner ,ÖVP,Frau,Bundesministerin für Landesverteidigung,-15,,,
2022-03-01,Leonore Gewessler ,Grüne,Frau,"Bundesministerin für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie",-12,,,
2022-03-01,Magnus Brunner ,ÖVP,Mann,Bundesminister für Finanzen,3,,,
2022-03-01,Margarete Schramböck ,ÖVP,Frau,Bundesministerin für Digitalisierung und Wirtschaftsstandort,-16,,,
2022-03-01,Martin Kocher ,ÖVP,Mann,Bundesminister für Arbeit,11,,,
2022-03-01,Martin Polaschek,ÖVP,Mann,"Bundesminister für Bildung, Wissenschaft und Forschung",-6,,,
2022-03-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-20,,,
2022-03-01,Pamela Rendi-Wagner,SPÖ,Frau,Klubobfrau,-6,,,
2022-03-01,Sigrid Maurer ,Grüne,Frau,Klubobfrau,-25,,,
2022-03-01,Susanne Raab ,ÖVP,Frau,"Bundesministerin für Frauen, Familie und Integration im Bundeskanzleramt",-13,,,
2022-03-01,Werner Kogler,Grüne,Mann,Vizekanzler,-5,,,
2022-03-01,Wolfgang Sobotka,ÖVP,Mann,Nationalratspräsident,-56,,PAD_88386,
2021-12-01,Alexander Schallenberg,ÖVP,Mann,Bundesminister für europäische und internationale Angelegenheiten,-9,,,
2021-12-01,Alexander Van der Bellen,parteilos,Mann,Bundespräsident,38,,,
2021-12-01,Alma Zadić ,Grüne,Frau,Bundesministerin für Justiz,23,,,
2021-12-01,Andrea Mayer ,Grüne,Frau,"Staatssekretärin im Bundesministerium für Kunst, Kultur, öffentlichen Dienst und Sport",5,,,
2021-12-01,August Wöginger,ÖVP,Mann,Klubobmann,-25,,,
2021-12-01,Beate Meinl-Reisinger,NEOS,Frau,Klubobfrau,1,,,
2021-12-01,Claudia Bauer (vormals Plakolm),ÖVP,Frau,Staatssekretärin im Bundeskanzleramt,-5,,,
2021-12-01,Doris Bures,SPÖ,Frau,2. Nationalratspräsidentin ,9,,,
2021-12-01,Elisabeth Köstinger ,ÖVP,Frau,"Bundesministerin für Landwirtschaft, Regionen und Tourismus",-23,,,
2021-12-01,Gerhard Karner,ÖVP,Mann,Bundesminister für Inneres,-19,,,
2021-12-01,Herbert Kickl,FPÖ,Mann,Klubobmann,-57,,,
2021-12-01,Karl Nehammer ,ÖVP,Mann,Bundeskanzler,7,,,
2021-12-01,Karoline Edtstadler ,ÖVP,Frau,Bundesministerin für EU und Verfassung,-12,,,
2021-12-01,Klaudia Tanner ,ÖVP,Frau,Bundesministerin für Landesverteidigung,-13,,,
2021-12-01,Leonore Gewessler ,Grüne,Frau,"Bundesministerin für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie",-6,,,
2021-12-01,Magnus Brunner ,ÖVP,Mann,Bundesminister für Finanzen,2,,,
2021-12-01,Margarete Schramböck ,ÖVP,Frau,Bundesministerin für Digitalisierung und Wirtschaftsstandort,-13,,,
2021-12-01,Martin Kocher ,ÖVP,Mann,Bundesminister für Arbeit,11,,,
2021-12-01,Martin Polaschek,ÖVP,Mann,"Bundesminister für Bildung, Wissenschaft und Forschung",1,,,
2021-12-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-24,,,
2021-12-01,Pamela Rendi-Wagner,SPÖ,Frau,Klubobfrau,0,,,
2021-12-01,Sigrid Maurer ,Grüne,Frau,Klubobfrau,-18,,,
2021-12-01,Susanne Raab ,ÖVP,Frau,"Bundesministerin für Frauen, Familie und Integration im Bundeskanzleramt",-6,,,
2021-12-01,Werner Kogler,Grüne,Mann,Vizekanzler,2,,,
2021-12-01,Wolfgang Mückstein,Grüne,Mann,Gesundheitsminister,3,,,
2021-12-01,Wolfgang Sobotka,ÖVP,Mann,Nationalratspräsident,-37,,,
2021-09-01,Alexander Schallenberg,ÖVP,Mann,Bundesminister für europäische und internationale Angelegenheiten,4,,,
2021-09-01,Alexander Van der Bellen,parteilos,Mann,Bundespräsident,42,,,
2021-09-01,Alma Zadić ,Grüne,Frau,Bundesministerin für Justiz,17,,,
2021-09-01,Andrea Mayer ,Grüne,Frau,"Staatssekretärin im Bundesministerium für Kunst, Kultur, öffentlichen Dienst und Sport",2,,,
2021-09-01,August Wöginger,ÖVP,Mann,Klubobmann,-24,,,
2021-09-01,Beate Meinl-Reisinger,NEOS,Frau,Klubobfrau,-1,,,
2021-09-01,Doris Bures,SPÖ,Frau,2. Nationalratspräsidentin ,5,,,
2021-09-01,Elisabeth Köstinger ,ÖVP,Frau,"Bundesministerin für Landwirtschaft, Regionen und Tourismus",-14,,,
2021-09-01,Gernot Blümel,ÖVP,Mann,Bundesminister für Finanzen,-27,,,
2021-09-01,Heinz Faßmann,ÖVP,Mann,"Bundesminister für Bildung, Wissenschaft und Forschung",8,,,
2021-09-01,Herbert Kickl,FPÖ,Mann,Klubobmann,-49,,,
2021-09-01,Karl Nehammer ,ÖVP,Mann,Bundesminister für Inneres,-8,,,
2021-09-01,Karoline Edtstadler ,ÖVP,Frau,Bundesministerin für EU und Verfassung,-11,,,
2021-09-01,Klaudia Tanner ,ÖVP,Frau,Bundesministerin für Landesverteidigung,-18,,,
2021-09-01,Leonore Gewessler ,Grüne,Frau,"Bundesministerin für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie",1,,,
2021-09-01,Magnus Brunner ,ÖVP,Mann,"Staatssekretär im Bundesministerium für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie",-4,,,
2021-09-01,Margarete Schramböck ,ÖVP,Frau,Bundesministerin für Digitalisierung und Wirtschaftsstandort,-10,,,
2021-09-01,Martin Kocher ,ÖVP,Mann,Bundesminister für Arbeit,16,,,
2021-09-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-28,,,
2021-09-01,Pamela Rendi-Wagner,SPÖ,Frau,Klubobfrau,-11,,,
2021-09-01,Sebastian Kurz,ÖVP,Mann,Bundeskanzler,9,,,
2021-09-01,Sigrid Maurer ,Grüne,Frau,Klubobfrau,-20,,,
2021-09-01,Susanne Raab ,ÖVP,Frau,"Bundesministerin für Frauen, Familie und Integration im Bundeskanzleramt",-5,,,
2021-09-01,Werner Kogler,Grüne,Mann,Vizekanzler,6,,,
2021-09-01,Wolfgang Mückstein,Grüne,Mann,Gesundheitsminister,8,,,
2021-09-01,Wolfgang Sobotka,ÖVP,Mann,Nationalratspräsident,-32,,,
2021-06-01,Alexander Schallenberg,ÖVP,Mann,Bundesminister für europäische und internationale Angelegenheiten,5,,,
2021-06-01,Alexander Van der Bellen,parteilos,Mann,Bundespräsident,43,,,
2021-06-01,Alma Zadić ,Grüne,Frau,Bundesministerin für Justiz,21,,,
2021-06-01,Andrea Mayer ,Grüne,Frau,"Staatssekretärin im Bundesministerium für Kunst, Kultur, öffentlichen Dienst und Sport",4,,,
2021-06-01,August Wöginger,ÖVP,Mann,Klubobmann,-22,,,
2021-06-01,Beate Meinl-Reisinger,NEOS,Frau,Klubobfrau,2,,,
2021-06-01,Doris Bures,SPÖ,Frau,2. Nationalratspräsidentin ,7,,,
2021-06-01,Elisabeth Köstinger ,ÖVP,Frau,"Bundesministerin für Landwirtschaft, Regionen und Tourismus",-9,,,
2021-06-01,Gernot Blümel,ÖVP,Mann,Bundesminister für Finanzen,-31,,,
2021-06-01,Heinz Faßmann,ÖVP,Mann,"Bundesminister für Bildung, Wissenschaft und Forschung",8,,,
2021-06-01,Herbert Kickl,FPÖ,Mann,Klubobmann,-52,,,
2021-06-01,Karl Nehammer ,ÖVP,Mann,Bundesminister für Inneres,-4,,,
2021-06-01,Karoline Edtstadler ,ÖVP,Frau,Bundesministerin für EU und Verfassung,-11,,,
2021-06-01,Klaudia Tanner ,ÖVP,Frau,Bundesministerin für Landesverteidigung,-15,,,
2021-06-01,Leonore Gewessler ,Grüne,Frau,"Bundesministerin für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie",6,,,
2021-06-01,Magnus Brunner ,ÖVP,Mann,"Staatssekretär im Bundesministerium für Klimaschutz, Umwelt, Energie, Mobilität, Innovation und Technologie",-1,,,
2021-06-01,Margarete Schramböck ,ÖVP,Frau,Bundesministerin für Digitalisierung und Wirtschaftsstandort,-7,,,
2021-06-01,Martin Kocher ,ÖVP,Mann,Bundesminister für Arbeit,20,,,
2021-06-01,Norbert Hofer,FPÖ,Mann,3. Nationalratspräsident,-34,,,
2021-06-01,Pamela Rendi-Wagner,SPÖ,Frau,Klubobfrau,-1,,,
2021-06-01,Sebastian Kurz,ÖVP,Mann,Bundeskanzler,8,,,
2021-06-01,Sigrid Maurer ,Grüne,Frau,Klubobfrau,-22,,,
2021-06-01,Susanne Raab ,ÖVP,Frau,"Bundesministerin für Frauen, Familie und Integration im Bundeskanzleramt",-2,,,
2021-06-01,Werner Kogler,Grüne,Mann,Vizekanzler,6,,,
2021-06-01,Wolfgang Mückstein,Grüne,Mann,Gesundheitsminister,6,,,
2021-06-01,Wolfgang Sobotka,ÖVP,Mann,Nationalratspräsident,-36,,,
